transaction_id,customer_id,merchant,amount,transaction_type,country,status,timestamp,is_fraud,high_risk_transaction,international_transaction,suspicious_activity
50,2296,"Martinez, Patel and Davis",3502.87,purchase,US,approved,2026-05-24 13:50:16.583088,0,True,False,False
51,3869,Washington Group,1286.46,withdrawal,NG,approved,2026-05-24 13:50:16.583218,1,False,True,False
52,4584,Clayton and Sons,1529.44,withdrawal,US,approved,2026-05-24 13:50:16.583367,1,False,False,False
53,1765,Johnson-Thomas,1200.0,purchase,UK,declined,2026-05-24 13:50:16.583556,1,False,True,False
54,1751,Stark-Haley,3605.36,transfer,UK,declined,2026-05-24 13:50:16.583747,1,True,True,True
55,4514,Merritt LLC,4107.5,purchase,UK,approved,2026-05-24 13:50:16.583853,0,True,True,True
56,4457,"Mitchell, Ruiz and West",2560.84,transfer,NG,approved,2026-05-24 13:50:16.584130,1,False,True,False
57,2001,Smith PLC,4187.95,purchase,US,approved,2026-05-24 13:50:16.584236,0,True,False,False
58,2527,"Torres, Molina and Edwards",1821.08,purchase,CA,approved,2026-05-24 13:50:16.584515,0,False,True,False
59,2817,Fisher Ltd,277.79,transfer,NG,declined,2026-05-24 13:50:16.584620,1,False,True,False
60,2104,Salazar PLC,4852.06,withdrawal,US,declined,2026-05-24 13:50:16.584725,0,True,False,False
61,1850,Floyd LLC,4223.09,withdrawal,US,approved,2026-05-24 13:50:16.584833,0,True,False,False
62,1167,Miller-Solomon,2256.35,purchase,NG,declined,2026-05-24 13:50:16.585021,0,False,True,False
63,4703,"Clark, Gibson and Castillo",2482.58,withdrawal,US,approved,2026-05-24 13:50:16.585297,0,False,False,False
64,3723,"Stanley, Mullins and Johnson",1093.01,transfer,UK,approved,2026-05-24 13:50:16.585575,0,False,True,False
65,1149,"Davis, Dunn and Murray",4824.5,transfer,UK,declined,2026-05-24 13:50:16.585860,0,True,True,True
66,1187,"Anderson, White and Cannon",4228.64,transfer,CA,declined,2026-05-24 13:50:16.586140,0,True,True,True
67,4278,"Swanson, Hall and Carter",614.66,withdrawal,UK,declined,2026-05-24 13:50:16.586427,0,False,True,False
68,4926,Savage-Harris,4928.08,transfer,UK,approved,2026-05-24 13:50:16.586761,1,True,True,True
69,1519,Jones and Sons,2062.36,withdrawal,CA,approved,2026-05-24 13:50:16.586888,0,False,True,False
70,2042,Kelley Group,3127.78,withdrawal,NG,declined,2026-05-24 13:50:16.587002,0,True,True,True
71,3513,Salazar PLC,3680.85,withdrawal,US,declined,2026-05-24 13:50:16.587112,0,True,False,False
72,1885,Small PLC,4685.45,withdrawal,UK,declined,2026-05-24 13:50:16.587220,0,True,True,True
73,2218,Johnson and Sons,4970.26,purchase,NG,approved,2026-05-24 13:50:16.587337,0,True,True,True
74,2609,Garcia-Beltran,747.01,transfer,CA,declined,2026-05-24 13:50:16.587579,0,False,True,False
75,4405,Murphy-Ellis,744.83,transfer,CA,approved,2026-05-24 13:50:16.587776,0,False,True,False
76,2224,Sims and Sons,1136.68,withdrawal,NG,approved,2026-05-24 13:50:16.587884,0,False,True,False
77,1057,Miller Group,4495.62,withdrawal,NG,declined,2026-05-24 13:50:16.587991,0,True,True,True
78,3845,"Wells, Dawson and Vaughn",3862.23,transfer,CA,approved,2026-05-24 13:50:16.588272,0,True,True,True
79,4461,Christensen-Stewart,2406.42,withdrawal,US,approved,2026-05-24 13:50:16.588465,0,False,False,False
80,2332,Gallagher Group,2615.06,withdrawal,NG,declined,2026-05-24 13:50:16.588573,1,False,True,False
81,2850,"Watson, Price and Roberts",4788.77,purchase,US,approved,2026-05-24 13:50:16.588856,0,True,False,False
82,2974,Curry Group,4422.76,purchase,NG,declined,2026-05-24 13:50:16.588964,0,True,True,True
83,4250,"Ortiz, Evans and Beasley",1162.29,transfer,NG,approved,2026-05-24 13:50:16.589244,0,False,True,False
84,2860,Melton-Johnson,4327.55,transfer,NG,approved,2026-05-24 13:50:16.589435,0,True,True,True
85,3853,Aguilar Ltd,4793.14,withdrawal,NG,approved,2026-05-24 13:50:16.589543,1,True,True,True
86,2182,Martinez PLC,2306.49,transfer,CA,approved,2026-05-24 13:50:16.589649,0,False,True,False
87,1067,"Weber, Burnett and Reyes",1542.29,purchase,UK,approved,2026-05-24 13:50:16.589925,0,False,True,False
88,2786,Peterson PLC,2610.65,withdrawal,UK,declined,2026-05-24 13:50:16.590033,0,False,True,False
89,1824,Lee PLC,3116.62,transfer,UK,declined,2026-05-24 13:50:16.590140,1,True,True,True
90,3455,Snyder-Oliver,3115.34,transfer,CA,approved,2026-05-24 13:50:16.590330,0,True,True,True
91,3694,Ingram-Clark,1962.44,purchase,NG,declined,2026-05-24 13:50:16.590520,0,False,True,False
92,1538,Mcneil-Garcia,395.2,withdrawal,UK,declined,2026-05-24 13:50:16.590711,0,False,True,False
93,3798,"Santiago, Garza and Rodriguez",4098.34,purchase,UK,declined,2026-05-24 13:50:16.590990,0,True,True,True
94,2596,Francis-Fitzgerald,2773.0,transfer,NG,approved,2026-05-24 13:50:16.591184,0,False,True,False
95,1098,Hart Group,2977.96,purchase,CA,declined,2026-05-24 13:50:16.591292,0,False,True,False
96,3871,"Collins, Schmidt and Walker",1555.76,purchase,CA,declined,2026-05-24 13:50:16.591570,0,False,True,False
97,1969,"King, Jones and Barrett",3145.19,withdrawal,CA,approved,2026-05-24 13:50:16.591849,0,True,True,True
98,3631,Berry-Brown,2865.64,withdrawal,UK,approved,2026-05-24 13:50:16.592142,0,False,True,False
99,4695,"Frye, Quinn and Mueller",1771.92,withdrawal,CA,declined,2026-05-24 13:50:16.592439,1,False,True,False
100,1473,Williams-Cain,2138.03,withdrawal,NG,declined,2026-05-24 13:50:16.592654,1,False,True,False
101,1048,West-Potts,2579.43,withdrawal,UK,declined,2026-05-24 13:50:16.592846,0,False,True,False
102,4534,"Franklin, Smith and Ibarra",2211.34,transfer,NG,approved,2026-05-24 13:50:16.593129,0,False,True,False
103,4407,"Fuentes, Young and Jones",1423.23,withdrawal,NG,declined,2026-05-24 13:50:16.593406,0,False,True,False
104,4683,Anderson Inc,2229.26,transfer,UK,approved,2026-05-24 13:50:16.593514,0,False,True,False
105,2028,Nguyen-Garcia,1696.01,transfer,US,declined,2026-05-24 13:50:16.593710,0,False,False,False
106,4557,"Boyer, Allen and Smith",4997.49,transfer,CA,approved,2026-05-24 13:50:16.593954,0,True,True,True
107,2310,"White, Cook and Johnson",4244.04,withdrawal,US,approved,2026-05-24 13:50:16.594197,0,True,False,False
108,4480,"Patterson, Smith and Spencer",2084.71,withdrawal,CA,declined,2026-05-24 13:50:16.594441,1,False,True,False
109,2961,Adams-Bauer,3007.7,transfer,NG,declined,2026-05-24 13:50:16.594609,1,True,True,True
110,3325,Williams and Sons,1440.89,withdrawal,US,approved,2026-05-24 13:50:16.594704,0,False,False,False
111,4911,"Martin, Ramos and Nixon",660.05,withdrawal,NG,approved,2026-05-24 13:50:16.594947,0,False,True,False
112,3806,Thompson-Freeman,2334.77,withdrawal,UK,declined,2026-05-24 13:50:16.595115,1,False,True,False
113,3374,"Watson, Lloyd and Cross",2741.16,transfer,US,declined,2026-05-24 13:50:16.595358,0,False,False,False
114,2782,Nichols-Williams,4077.1,transfer,UK,declined,2026-05-24 13:50:16.595527,1,True,True,True
115,4614,"Reyes, Hart and Morales",1584.32,transfer,NG,declined,2026-05-24 13:50:16.595770,0,False,True,False
116,4790,"Hanson, Hunter and Steele",3116.27,withdrawal,NG,approved,2026-05-24 13:50:16.596014,0,True,True,True
117,2475,Rich Inc,1792.52,purchase,NG,approved,2026-05-24 13:50:16.596108,1,False,True,False
118,2300,"Lambert, Olsen and Rivas",4528.05,withdrawal,UK,approved,2026-05-24 13:50:16.596358,1,True,True,True
119,1995,"Bennett, Best and Mendoza",376.41,transfer,US,declined,2026-05-24 13:50:16.596604,0,False,False,False
120,1248,"Campos, Phillips and Henderson",979.42,transfer,US,approved,2026-05-24 13:50:16.596850,1,False,False,False
121,1164,"Garcia, Hensley and Williams",4102.57,withdrawal,CA,declined,2026-05-24 13:50:16.597097,0,True,True,True
122,2548,Bishop-Martin,2740.73,withdrawal,UK,declined,2026-05-24 13:50:16.597263,0,False,True,False
123,3152,"Bonilla, Wilson and Romero",2265.07,withdrawal,NG,approved,2026-05-24 13:50:16.597506,0,False,True,False
124,4597,Robbins-Williams,1885.44,purchase,US,approved,2026-05-24 13:50:16.597705,0,False,False,False
125,3202,"Mckinney, Roberts and Rodriguez",4180.36,purchase,NG,approved,2026-05-24 13:50:16.597986,0,True,True,True
126,2447,Andersen PLC,3176.68,purchase,NG,approved,2026-05-24 13:50:16.598089,0,True,True,True
127,2255,"Lynch, Good and Moses",3548.76,withdrawal,CA,declined,2026-05-24 13:50:16.598340,0,True,True,True
128,2419,Zuniga-Lin,2512.43,withdrawal,CA,declined,2026-05-24 13:50:16.598511,0,False,True,False
129,4258,Daniel LLC,4144.94,purchase,NG,declined,2026-05-24 13:50:16.598607,0,True,True,True
130,3576,Garrison Group,2061.33,withdrawal,CA,approved,2026-05-24 13:50:16.598703,0,False,True,False
131,3443,"Russell, Soto and Smith",3499.09,transfer,US,approved,2026-05-24 13:50:16.598952,0,True,False,False
132,1988,"Richardson, Salazar and Romero",3928.27,purchase,UK,approved,2026-05-24 13:50:16.599206,0,True,True,True
133,1745,Sosa-Nguyen,4634.38,purchase,CA,approved,2026-05-24 13:50:16.599377,1,True,True,True
134,2227,Nelson-Browning,1430.25,purchase,US,declined,2026-05-24 13:50:16.599546,0,False,False,False
135,2077,Roberson-Butler,1390.05,purchase,UK,approved,2026-05-24 13:50:16.599716,0,False,True,False
136,1635,Rodgers Inc,3703.08,withdrawal,UK,declined,2026-05-24 13:50:16.599811,0,True,True,True
137,2719,Barry Inc,4479.47,transfer,NG,approved,2026-05-24 13:50:16.599907,0,True,True,True
138,1878,Brown-Henderson,1492.7,purchase,UK,approved,2026-05-24 13:50:16.600076,1,False,True,False
139,4793,Holmes-Cook,2943.8,transfer,UK,declined,2026-05-24 13:50:16.600250,0,False,True,False
140,2813,Christensen-Avila,2419.79,withdrawal,US,approved,2026-05-24 13:50:16.600420,1,False,False,False
141,2405,Hancock Ltd,4382.23,transfer,UK,declined,2026-05-24 13:50:16.600516,0,True,True,True
142,3680,"Anderson, Jones and Brown",2893.49,transfer,UK,approved,2026-05-24 13:50:16.600762,1,False,True,False
143,4708,Mccoy-Clark,3861.34,transfer,UK,approved,2026-05-24 13:50:16.600931,0,True,True,True
144,4804,"Waller, Johnson and Marquez",2110.57,transfer,NG,declined,2026-05-24 13:50:16.601181,0,False,True,False
145,2644,"Brewer, Smith and Curry",4282.22,transfer,UK,declined,2026-05-24 13:50:16.601429,1,True,True,True
146,4135,Smith Group,2201.28,withdrawal,NG,declined,2026-05-24 13:50:16.601524,1,False,True,False
147,1592,"Wallace, Shaw and Morris",1706.37,withdrawal,NG,approved,2026-05-24 13:50:16.601770,1,False,True,False
148,2946,"Harris, Copeland and Webb",4064.13,transfer,UK,declined,2026-05-24 13:50:16.602021,0,True,True,True
149,2296,Peters Group,2680.65,purchase,UK,declined,2026-05-24 13:50:16.602116,1,False,True,False
150,3668,Jennings-Black,2859.28,purchase,CA,approved,2026-05-24 13:50:16.602286,0,False,True,False
151,1140,Weiss Group,2947.22,purchase,NG,declined,2026-05-24 13:50:16.602382,0,False,True,False
152,4667,Levine PLC,4701.43,withdrawal,UK,approved,2026-05-24 13:50:16.602476,0,True,True,True
153,2407,Reid-Anderson,3066.55,transfer,US,declined,2026-05-24 13:50:16.602645,1,True,False,False
154,1587,Edwards-Hicks,3953.69,transfer,US,approved,2026-05-24 13:50:16.602894,1,True,False,False
155,2221,"Robinson, Brown and Thompson",2841.54,withdrawal,NG,approved,2026-05-24 13:50:16.603158,0,False,True,False
156,4069,Lewis Ltd,3128.99,transfer,NG,approved,2026-05-24 13:50:16.603259,0,True,True,True
157,4233,Huff LLC,3802.94,withdrawal,CA,approved,2026-05-24 13:50:16.603356,0,True,True,True
158,4937,Lee-Haley,3790.03,transfer,US,declined,2026-05-24 13:50:16.603527,1,True,False,False
159,2476,Ray-Harper,2211.29,withdrawal,CA,approved,2026-05-24 13:50:16.603704,0,False,True,False
160,2164,"Torres, Brown and Beasley",4357.36,transfer,US,declined,2026-05-24 13:50:16.603950,0,True,False,False
161,2534,Brown-Terrell,593.31,transfer,UK,approved,2026-05-24 13:50:16.604130,1,False,True,False
162,2290,Ortiz-Green,1511.6,withdrawal,NG,approved,2026-05-24 13:50:16.604305,1,False,True,False
163,3267,"Farrell, Rogers and Griffith",2827.61,purchase,US,declined,2026-05-24 13:50:16.604556,0,False,False,False
164,3975,Green-Pierce,1180.1,withdrawal,CA,approved,2026-05-24 13:50:16.604728,0,False,True,False
165,2514,"Adams, Krueger and Johnson",998.88,withdrawal,CA,declined,2026-05-24 13:50:16.605038,1,False,True,False
166,3568,Davis-Bell,4618.29,transfer,NG,approved,2026-05-24 13:50:16.605259,0,True,True,True
167,4494,Chung-Cook,147.97,purchase,CA,declined,2026-05-24 13:50:16.605474,0,False,True,False
168,3336,Hartman Inc,3617.74,withdrawal,US,declined,2026-05-24 13:50:16.605578,1,True,False,False
169,2045,Mitchell-Huber,27.41,withdrawal,NG,approved,2026-05-24 13:50:16.605751,0,False,True,False
170,3474,Braun-Lowe,1748.06,transfer,NG,approved,2026-05-24 13:50:16.605920,1,False,True,False
171,3470,Wallace-Krause,3456.61,transfer,US,declined,2026-05-24 13:50:16.606091,1,True,False,False
172,1186,Hill-Bowman,3404.43,purchase,UK,declined,2026-05-24 13:50:16.606259,1,True,True,True
173,2815,Jennings-Brown,274.51,withdrawal,US,declined,2026-05-24 13:50:16.606429,0,False,False,False
174,1926,"Bishop, Collier and Zimmerman",517.92,withdrawal,CA,approved,2026-05-24 13:50:16.606674,1,False,True,False
175,2242,Walker Ltd,2242.63,purchase,CA,declined,2026-05-24 13:50:16.606770,1,False,True,False
176,1551,"Williams, Miller and Miller",2121.21,withdrawal,UK,declined,2026-05-24 13:50:16.607013,1,False,True,False
177,4498,"Wilson, Williamson and Carter",717.38,withdrawal,CA,approved,2026-05-24 13:50:16.607257,1,False,True,False
178,4293,Smith-Castro,2228.87,withdrawal,UK,declined,2026-05-24 13:50:16.607435,0,False,True,False
179,2506,Phillips PLC,4451.68,purchase,US,approved,2026-05-24 13:50:16.607531,1,True,False,False
180,4879,Wright-Gibson,1576.83,withdrawal,UK,approved,2026-05-24 13:50:16.607698,1,False,True,False
181,2524,"Yang, Murphy and Walker",3495.89,withdrawal,UK,approved,2026-05-24 13:50:16.607949,0,True,True,True
182,3084,Deleon and Sons,1792.92,withdrawal,NG,declined,2026-05-24 13:50:16.608044,1,False,True,False
183,2075,Dixon PLC,347.42,transfer,UK,declined,2026-05-24 13:50:16.608153,0,False,True,False
184,4479,Clarke-Murphy,2131.48,transfer,UK,declined,2026-05-24 13:50:16.608312,1,False,True,False
185,1930,Perez and Sons,4937.51,transfer,CA,approved,2026-05-24 13:50:16.608402,1,True,True,True
186,3641,Russell-Davis,1527.42,purchase,NG,declined,2026-05-24 13:50:16.608560,0,False,True,False
187,4404,"Henderson, Smith and Smith",1286.87,transfer,NG,declined,2026-05-24 13:50:16.608791,0,False,True,False
188,3184,"Carpenter, Hood and Wright",1225.46,transfer,UK,declined,2026-05-24 13:50:16.609031,1,False,True,False
189,1708,Jones-Johnson,396.5,withdrawal,CA,declined,2026-05-24 13:50:16.609190,0,False,True,False
190,1944,"Phillips, Short and Jackson",1874.0,purchase,CA,declined,2026-05-24 13:50:16.609422,0,False,True,False
191,1813,Smith and Sons,3773.44,withdrawal,CA,declined,2026-05-24 13:50:16.609511,0,True,True,True
192,3871,"Nichols, Barton and Johnson",4321.84,purchase,NG,declined,2026-05-24 13:50:16.609743,0,True,True,True
193,1523,"Adams, Gonzalez and Morales",4110.24,transfer,NG,declined,2026-05-24 13:50:16.609979,0,True,True,True
194,2751,"Gutierrez, Tucker and Robinson",426.04,withdrawal,UK,declined,2026-05-24 13:50:16.610210,0,False,True,False
195,4227,Morales-Arroyo,3581.34,purchase,US,approved,2026-05-24 13:50:16.610370,0,True,False,False
196,1096,Mccann-Hoffman,1162.95,purchase,US,approved,2026-05-24 13:50:16.610528,0,False,False,False
197,2848,Bowman Ltd,3874.8,purchase,UK,approved,2026-05-24 13:50:16.610617,1,True,True,True
198,3195,Wright Inc,1158.15,withdrawal,UK,approved,2026-05-24 13:50:16.610708,0,False,True,False
199,1842,Estes LLC,4829.04,purchase,CA,declined,2026-05-24 13:50:16.610797,1,True,True,True
200,4123,"Green, Jones and Velez",4184.58,transfer,CA,approved,2026-05-24 13:50:16.611027,0,True,True,True
201,1178,"Garcia, Hawkins and Flores",3412.71,withdrawal,US,declined,2026-05-24 13:50:16.611260,0,True,False,False
202,4692,"Murphy, Osborn and Dillon",4549.74,transfer,UK,approved,2026-05-24 13:50:16.611492,1,True,True,True
203,2117,Pierce Group,1031.62,purchase,NG,declined,2026-05-24 13:50:16.611582,0,False,True,False
204,4683,Huff Ltd,3995.82,purchase,CA,approved,2026-05-24 13:50:16.611672,1,True,True,True
205,3592,Garcia Group,4779.77,transfer,NG,approved,2026-05-24 13:50:16.611760,1,True,True,True
206,1783,Valenzuela PLC,3400.32,withdrawal,UK,declined,2026-05-24 13:50:16.611847,0,True,True,True
207,3748,Jensen-Mosley,4830.54,withdrawal,UK,approved,2026-05-24 13:50:16.612005,0,True,True,True
208,4273,"Watkins, Daniel and Andrews",126.38,purchase,CA,approved,2026-05-24 13:50:16.612237,0,False,True,False
209,1875,Lowe-Morales,990.32,transfer,US,declined,2026-05-24 13:50:16.612397,0,False,False,False
210,2214,"Wang, Howard and Fuller",2150.21,purchase,NG,declined,2026-05-24 13:50:16.612629,0,False,True,False
211,2078,Delacruz Group,4182.19,transfer,CA,approved,2026-05-24 13:50:16.612719,1,True,True,True
212,2046,Lawrence-Moss,833.38,withdrawal,UK,declined,2026-05-24 13:50:16.612880,0,False,True,False
213,2126,Nguyen-Schneider,2272.78,withdrawal,NG,approved,2026-05-24 13:50:16.613038,0,False,True,False
214,1362,"Dean, Burns and Howard",3704.0,purchase,CA,approved,2026-05-24 13:50:16.613271,0,True,True,True
215,4131,Daniels-Rodriguez,1390.44,transfer,CA,approved,2026-05-24 13:50:16.613430,0,False,True,False
216,4101,Vang Ltd,2576.35,withdrawal,CA,declined,2026-05-24 13:50:16.613520,0,False,True,False
217,2347,"Rice, Martinez and Davis",4316.11,transfer,US,approved,2026-05-24 13:50:16.613792,0,True,False,False
218,1013,Cummings PLC,15.3,transfer,US,approved,2026-05-24 13:50:16.613889,1,False,False,False
219,4227,Morrow and Sons,3318.18,transfer,NG,declined,2026-05-24 13:50:16.613980,0,True,True,True
220,2825,Martin Group,920.96,purchase,NG,declined,2026-05-24 13:50:16.614069,0,False,True,False
221,1089,"Adams, Guzman and Delgado",2329.72,purchase,US,approved,2026-05-24 13:50:16.614299,1,False,False,False
222,3799,Walker-Peterson,803.15,purchase,CA,declined,2026-05-24 13:50:16.614456,1,False,True,False
223,2551,Vaughan LLC,1271.14,transfer,CA,approved,2026-05-24 13:50:16.614546,1,False,True,False
224,4841,"Hampton, Erickson and Brown",4909.6,purchase,US,approved,2026-05-24 13:50:16.614778,0,True,False,False
225,4261,Gutierrez Group,1659.23,withdrawal,CA,approved,2026-05-24 13:50:16.614868,0,False,True,False
226,1872,"Thornton, Holmes and Sandoval",1404.47,transfer,UK,approved,2026-05-24 13:50:16.615099,0,False,True,False
227,1410,"Kramer, Perez and Russell",4477.06,transfer,UK,approved,2026-05-24 13:50:16.615341,1,True,True,True
228,2827,"Jones, Robinson and Melton",570.25,purchase,UK,approved,2026-05-24 13:50:16.615568,0,False,True,False
229,4891,George LLC,3990.47,withdrawal,UK,approved,2026-05-24 13:50:16.615656,0,True,True,True
230,1052,Barton-Moore,854.94,transfer,UK,declined,2026-05-24 13:50:16.615810,0,False,True,False
231,2924,"Ryan, Robles and Lee",1686.13,transfer,US,declined,2026-05-24 13:50:16.616035,0,False,False,False
232,4074,Evans-Williams,4165.01,purchase,UK,declined,2026-05-24 13:50:16.616190,0,True,True,True
233,4459,Ray-Dickerson,2338.99,transfer,UK,declined,2026-05-24 13:50:16.616345,1,False,True,False
234,1693,"Chen, Hobbs and Jordan",4475.6,withdrawal,NG,declined,2026-05-24 13:50:16.616575,0,True,True,True
235,1460,Bailey-Becker,414.69,withdrawal,NG,approved,2026-05-24 13:50:16.616733,0,False,True,False
236,4591,"Smith, Keller and Warren",4642.15,purchase,CA,approved,2026-05-24 13:50:16.616958,0,True,True,True
237,1303,"Hernandez, Obrien and Bryant",832.95,transfer,UK,declined,2026-05-24 13:50:16.617185,0,False,True,False
238,3067,"Orozco, Davis and Kelly",1661.81,transfer,US,approved,2026-05-24 13:50:16.617409,1,False,False,False
239,1099,Henry LLC,2783.28,purchase,NG,approved,2026-05-24 13:50:16.617495,0,False,True,False
240,1417,Allison-Sharp,4962.52,transfer,UK,approved,2026-05-24 13:50:16.617648,0,True,True,True
241,3226,Weiss-Johnson,1403.07,withdrawal,US,declined,2026-05-24 13:50:16.617800,1,False,False,False
242,4938,"Stout, Fernandez and Callahan",2322.09,purchase,NG,declined,2026-05-24 13:50:16.618125,0,False,True,False
243,2982,"Rocha, Davies and Bowman",2738.49,transfer,UK,approved,2026-05-24 13:50:16.618350,1,False,True,False
244,3514,Schmidt LLC,725.46,withdrawal,CA,approved,2026-05-24 13:50:16.618436,1,False,True,False
245,4037,"Reed, Sanchez and Mosley",2146.28,withdrawal,CA,approved,2026-05-24 13:50:16.618704,0,False,True,False
246,4353,"Bradley, Yu and Young",4956.05,withdrawal,US,approved,2026-05-24 13:50:16.618930,1,True,False,False
247,3147,Medina and Sons,436.11,withdrawal,UK,approved,2026-05-24 13:50:16.619017,0,False,True,False
248,2210,Stout LLC,758.47,transfer,US,approved,2026-05-24 13:50:16.619106,0,False,False,False
249,3302,Mendoza LLC,4934.11,purchase,UK,approved,2026-05-24 13:50:16.619191,1,True,True,True
250,3651,"Cohen, Lawrence and Vaughn",317.45,purchase,UK,approved,2026-05-24 13:50:16.619415,0,False,True,False
251,4487,Wolfe Ltd,2556.66,transfer,US,approved,2026-05-24 13:50:16.619502,1,False,False,False
